model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.158113883008,1.6132875508417077,1.3616474645721897
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.212132034356,1.8737652124500301,1.5061312416506525
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.3,1.6804917943663413,1.4779489991750117
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.424264068712,1.3283347669175354,1.1828968844052368
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.6,1.0962462599161868,0.9805879420649568
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,0.848528137424,1.0396701900450656,1.0337817403844685
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,0,3003105692,1.2,1.0043555412230585,1.1602088037047587
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.158113883008,2.0515128293321534,1.5800444863648955
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.212132034356,0.9039823930273799,0.8063069630311793
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.3,0.6527880747815742,0.6480627807776939
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.424264068712,0.6826633415933867,0.6825821386414447
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.6,0.7920646013550705,0.7172970607047604
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,0.848528137424,0.8557342676806575,0.8151225055152167
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,1,976400780,1.2,1.0744013879914236,1.0350469989332913
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.158113883008,1.1407683715668686,1.0203628498809514
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.212132034356,1.3663392895582427,1.1555888265779242
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.3,1.6538689707058678,1.2991018372351846
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.424264068712,1.4968063066291408,1.0634129074533512
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.6,1.0185621324223886,0.7363623841067416
mm_2d,mm2_final_rawmax_k2,raw_max,0.05,2,1000,2,3387213021,0.848528137424,0.841949951591499,0.760049422356085
